IRS_ID,IRS_ProductID,PM_GrossWeight,PM_MaxOffset,PM_MinOffset,IRS_PackSize,IRS_BatchID,IRS_PhysicalLocation,IRS_CompanyID,IRS_RandomNo,IRS_ParentRandomNo,BL_ExpDate,IRS_ToSCP,isExpired,_batch_index,Timestamp,Status,SHPD_ShipmentMID,SHPH_ShipmentCode,PL_ProductId,SHPD_ProductName,SCPM_Code,MachinePass,CameraPass,TotalPassCount,CurrentWeight,ProductDynamicWeight
35,15,5.5,500,500,1,31,3,1,0101015XTA2OO7,,2026-04-30T13:00:00.000Z,,0,0,2026-01-31 14:48:59,PASS,18,WH_8,15,NP0001,RM,YES,YES,1,5280,5500
42,16,5.5,500,500,1,34,3,1,0101016E2RO2IG,,2026-05-04T13:00:00.000Z,,0,0,2026-01-31 16:11:00,PASS,19,WH_8,16,NP0002,RM,YES,YES,1,5650,5500
39,15,5.5,500,500,1,32,3,1,0101015M5JRFAJ,,2026-05-05T13:00:00.000Z,,0,1,2026-01-31 16:18:32,PASS,18,WH_8,15,NP0001,RM,YES,YES,2,5675,5500
41,16,5.5,500,500,1,33,3,1,01010165TP3LNS,,2026-04-30T13:00:00.000Z,,0,,2026-01-31 16:21:36,PASS,20,WH_8,15,NP0001,JC,YES,YES,3,5670,5500
