SHPD_ShipmentMID,SHPH_ShipmentID,SHPH_ShipmentType,SHPH_Status,SHPH_ShipmentCode,ORDM_OrderNumber,SCPM_ID,SCPM_Code,SCPM_Name,LGCM_Name,LGCVM_VehicleNumber,SHPD_ProductName,SHPD_ProductCode,PL_ProductId,PM_PackSize,PM_GrossWeight,PM_MinOffset,PM_MaxOffset,SHPD_ShipQty,BatchId,Count,LCM_LocationName,Address,userId,userName,total,pass,fail,remaining,status,BypassMode,count_pass_correct,count_fail_weight,count_fail_no_read,count_fail_unknown_rsn,count_fail_missed_scan,count_pass_bypass_accepted,count_fail_bypass_rejected,count_fail_bypass_timeout,count_fail_duplicate_rsncount_fail_weight_under,count_fail_weight_over,count_fail_duplicate_rsn,_batch_ids,_batch_limits,_batch_used,UsedCount
21,7,New Order,10,WH_7,ORD_SO_SBG_11,1,MM,MAHESHWARI MARKETING,SpeedExpress,GJ38TA8387,DEMO01,DM01,23,,,,,2,34,2,MAHESHWARI MARKETING,"3H76+4WW, Shaherchand Bapuji Wadi, Bhimjipura, New Vadaj, Ahmedabad, Gujarat, India, 380013",2,WH,2,1,8,1,RUNNING,False,1,4,6,2,0,0,0,0,0,0,0,['34'],[2],[0],0
