IRS_ID,IRS_ProductID,PM_GrossWeight,PM_MaxOffset,PM_MinOffset,IRS_PackSize,IRS_BatchID,IRS_PhysicalLocation,IRS_CompanyID,IRS_RandomNo,IRS_ParentRandomNo,BL_ExpDate,IRS_ToSCP,isExpired
127,32,5.5,500,500,1,60,3,1,01010247SBVISZ,,2026-06-02T13:00:00.000Z,,0
129,33,5.5,500,500,1,61,3,1,0101025M999PGI,,2026-06-02T13:00:00.000Z,,0
