Timestamp,BatchId,UserId,CurrentAlarm,MachineStatus,TotalProductCount,TotalPassCount,ProductDynamicWeight,OffsetPlus,OffsetMinus,CurrentWeight,CurrentWeightStatus,UnderWeightCount,OverWeightCount,DoubleCounts,BatchStatus,RSN,RSN_JSON,Status,SCPM_Code,ReasonCode,ReasonDescription
2026-01-31 14:09:19,271,1,0,1,1,0,0,0,0,5140,2,0,0,1,1,,,FAIL,RM,6,INVALID UID
2026-01-31 14:09:53,271,1,0,1,2,0,0,0,0,5130,2,0,0,2,1,,,FAIL,RM,6,INVALID UID
2026-01-31 14:10:19,271,1,0,1,3,0,0,0,0,5115,2,0,0,3,1,,,FAIL,RM,6,INVALID UID
2026-01-31 14:10:59,271,1,0,1,4,0,0,0,0,5110,2,0,0,4,1,,,FAIL,RM,6,INVALID UID
2026-01-31 14:12:40,272,1,0,1,1,0,0,0,0,5130,2,0,0,1,1,,,FAIL,RM,6,INVALID UID
