IRS_ID,IRS_ProductID,PM_GrossWeight,PM_MaxOffset,PM_MinOffset,IRS_PackSize,IRS_BatchID,IRS_PhysicalLocation,IRS_CompanyID,IRS_RandomNo,IRS_SKU,IRS_ParentRandomNo,BL_ExpDate,IRS_ToSCP,isExpired,isNearExpiry,_batch_index,Timestamp,Status,SHPD_ShipmentMID,SHPH_ShipmentCode,PL_ProductId,SHPD_ProductName,SCPM_Code,MachinePass,CameraPass,TotalPassCount,CurrentWeight,ProductDynamicWeight,NearExpiryAccepted,BypassAccepted,BoxNumber,TotalBoxes
83,28,5.5,500,500,1,42,6,1,0101028E2FTSUV,https://vsecure.techtrio.com/ShreeBhagwati/0101028E2FTSUV,,2026-06-08T18:30:00.000Z,,0,0,0,2026-02-09 14:44:41,PASS,22,WH_8,28,M1,MM,YES,YES,1,5765,5500,NO,NO,1,2
82,28,5.5,500,500,1,42,6,1,01010286MBXQ6R,https://vsecure.techtrio.com/ShreeBhagwati/01010286MBXQ6R,,2026-06-08T18:30:00.000Z,,0,0,0,2026-02-09 14:45:06,PASS,22,WH_8,28,M1,MM,YES,YES,2,5735,5500,NO,NO,2,2
